"chromosome","start","end","width","strand","metadata_name","metadata_score","OriginalOrder","ClusterID","SortingOrder","FinalOrder"
"chrI",10187505,10190993,3489,"-","WBGene00000931",3.57712,1664,1,1664,682
"chrI",10187505,10190999,3495,"-","WBGene00000931",3.57712,1665,1,1665,683
"chrI",10187505,10191001,3497,"-","WBGene00000931",3.57712,1666,1,1666,684
"chrII",8038219,8039545,1327,"-","WBGene00006724",3.57649,1667,1,1667,685
"chrII",8038219,8039545,1327,"-","WBGene00006724",3.57649,1668,1,1668,686
"chrIII",4917179,4918035,857,"-","WBGene00017830",3.57261,1673,1,1673,687
"chrIII",4917179,4918039,861,"-","WBGene00017830",3.57261,1674,1,1674,688
"chrIII",4917179,4918039,861,"-","WBGene00017830",3.57261,1675,1,1675,689
"chrII",8969921,8971906,1986,"+","WBGene00007685",3.56421,1678,1,1678,690
"chrII",8969921,8971906,1986,"+","WBGene00007685",3.56421,1679,1,1679,691
"chrIV",1087575,1094288,6714,"-","WBGene00021934",3.56023,1681,1,1681,692
"chrIV",1087575,1094281,6707,"-","WBGene00021934",3.56023,1682,1,1682,693
"chrIV",257382,259281,1900,"-","WBGene00001071",3.53297,1694,1,1694,694
"chrIII",13614598,13622887,8290,"-","WBGene00011735",3.5255,1697,1,1697,695
"chrIII",13614598,13622390,7793,"-","WBGene00011735",3.5255,1698,1,1698,696
"chrIV",14797544,14799278,1735,"+","WBGene00000192",3.51769,1701,1,1701,697
"chrIV",14797548,14799278,1731,"+","WBGene00000192",3.51769,1702,1,1702,698
"chrIII",6198838,6202575,3738,"+","WBGene00004459",3.48512,1715,1,1715,699
"chrIII",6198850,6202575,3726,"+","WBGene00004459",3.48512,1716,1,1716,700
"chrIII",6198810,6202575,3766,"+","WBGene00004459",3.48512,1717,1,1717,701
"chrIII",6198850,6202575,3726,"+","WBGene00004459",3.48512,1718,1,1718,702
"chrI",11911111,11912040,930,"+","WBGene00006707",3.44614,1725,1,1725,703
"chrI",11911112,11912040,929,"+","WBGene00006707",3.44614,1726,1,1726,704
"chrIII",10355024,10355574,551,"-","WBGene00004986",3.44281,1727,1,1727,705
"chrI",4444505,4446594,2090,"+","WBGene00001231",3.42016,1738,1,1738,706
"chrI",4444720,4446594,1875,"+","WBGene00001231",3.42016,1739,1,1739,707
"chrIV",7703862,7707382,3521,"-","WBGene00017996",3.40723,1740,1,1740,708
"chrIV",7703862,7707049,3188,"-","WBGene00017996",3.40723,1741,1,1741,709
"chrI",7301006,7303225,2220,"-","WBGene00008765",3.40516,1742,1,1742,710
"chrI",7301006,7303429,2424,"-","WBGene00008765",3.40516,1743,1,1743,711
"chrIII",6379298,6380621,1324,"+","WBGene00015811",3.40056,1744,1,1744,712
"chrIII",6379317,6380621,1305,"+","WBGene00015811",3.40056,1745,1,1745,713
"chrIII",6379296,6380621,1326,"+","WBGene00015811",3.40056,1746,1,1746,714
"chrIII",900005,902022,2018,"-","WBGene00017759",3.39825,1747,1,1747,715
"chrI",7134742,7139972,5231,"-","WBGene00010738",3.37007,1759,1,1759,716
"chrI",7134742,7139972,5231,"-","WBGene00010738",3.37007,1760,1,1760,717
"chrII",388172,392737,4566,"+","WBGene00015404",3.36943,1761,1,1761,718
"chrII",388224,392737,4514,"+","WBGene00015404",3.36943,1762,1,1762,719
"chrIII",4704160,4705369,1210,"+","WBGene00011412",3.36166,1763,1,1763,720
"chrI",489987,496157,6171,"+","WBGene00001814",3.35293,1764,1,1764,721
"chrII",10820179,10822635,2457,"+","WBGene00001153",3.34293,1765,1,1765,722
"chrII",10820960,10822635,1676,"+","WBGene00001153",3.34293,1766,1,1766,723
"chrI",6799749,6804852,5104,"+","WBGene00017098",3.33056,1768,1,1768,724
"chrI",6800387,6804852,4466,"+","WBGene00017098",3.33056,1769,1,1769,725
"chrI",6799750,6804852,5103,"+","WBGene00017098",3.33056,1770,1,1770,726
"chrII",14390198,14407829,17632,"+","WBGene00009180",3.31553,1771,1,1771,727
"chrII",14390199,14407829,17631,"+","WBGene00009180",3.31553,1772,1,1772,728
"chrII",14390644,14407829,17186,"+","WBGene00009180",3.31553,1773,1,1773,729
"chrI",5342181,5345278,3098,"-","WBGene00000150",3.29251,1785,1,1785,730
"chrI",5342181,5345328,3148,"-","WBGene00000150",3.29251,1786,1,1786,731
"chrIII",9051514,9054826,3313,"-","WBGene00011300",3.26748,1807,1,1807,732
"chrIII",3903094,3908334,5241,"-","WBGene00014202",3.25632,1817,1,1817,733
"chrIV",13783758,13784655,898,"+","WBGene00012885",3.25528,1820,1,1820,734
"chrIV",13783759,13784655,897,"+","WBGene00012885",3.25528,1821,1,1821,735
"chrIII",9516565,9521763,5199,"-","WBGene00000550",3.22833,1831,1,1831,736
"chrII",8216563,8222151,5589,"+","WBGene00002066",3.19751,1837,1,1837,737
"chrII",8216564,8222151,5588,"+","WBGene00002066",3.19751,1839,1,1839,738
"chrIV",9147270,9148568,1299,"+","WBGene00000121",3.16201,1851,1,1851,739
"chrIV",8513756,8514711,956,"+","WBGene00001051",3.15288,1856,1,1856,740
"chrIII",4537245,4540605,3361,"-","WBGene00010904",3.13682,1857,1,1857,741
"chrIII",4537245,4540792,3548,"-","WBGene00010904",3.13682,1858,1,1858,742
"chrIII",7165963,7170930,4968,"+","WBGene00018152",3.12595,1860,1,1860,743
"chrIV",8739492,8740013,522,"-","WBGene00009013",3.12185,1863,1,1863,744
"chrI",8253368,8255194,1827,"-","WBGene00044094",3.11746,1869,1,1869,745
"chrI",8253368,8254970,1603,"-","WBGene00044094",3.11746,1870,1,1870,746
"chrIII",6366528,6367789,1262,"-","WBGene00016983",3.08761,1880,1,1880,747
"chrIII",6366528,6367786,1259,"-","WBGene00016983",3.08761,1881,1,1881,748
"chrIII",8904287,8911669,7383,"+","WBGene00006768",3.08533,1884,1,1884,749
"chrIII",862055,865389,3335,"+","WBGene00021170",3.08177,1885,1,1885,750
"chrIII",862083,865389,3307,"+","WBGene00021170",3.08177,1886,1,1886,751
"chrIII",862294,865389,3096,"+","WBGene00021170",3.08177,1887,1,1887,752
"chrIII",3070281,3085263,14983,"+","WBGene00019168",3.05089,1903,1,1903,753
"chrII",10248546,10251111,2566,"+","WBGene00010015",3.04403,1904,1,1904,754
"chrII",10248538,10251111,2574,"+","WBGene00010015",3.04403,1905,1,1905,755
"chrII",10248539,10251111,2573,"+","WBGene00010015",3.04403,1906,1,1906,756
"chrIV",12077079,12078388,1310,"-","WBGene00010670",3.04215,1908,1,1908,757
"chrIV",12077079,12078389,1311,"-","WBGene00010670",3.04215,1909,1,1909,758
"chrIII",3503697,3505292,1596,"-","WBGene00010809",3.02918,1913,1,1913,759
"chrIII",6430985,6431866,882,"-","WBGene00015487",3.02806,1914,1,1914,760
"chrIII",9805424,9807573,2150,"-","WBGene00014013",3.02571,1915,1,1915,761
"chrIII",9805424,9807483,2060,"-","WBGene00014013",3.02571,1916,1,1916,762
"chrIII",9805424,9807890,2467,"-","WBGene00014013",3.02571,1917,1,1917,763
"chrIII",9805424,9808116,2693,"-","WBGene00014013",3.02571,1918,1,1918,764
"chrIV",12276095,12278637,2543,"-","WBGene00016583",2.99529,1931,1,1931,765
"chrIV",12276095,12278097,2003,"-","WBGene00016583",2.99529,1932,1,1932,766
"chrIV",12276095,12278105,2011,"-","WBGene00016583",2.99529,1933,1,1933,767
"chrIV",12276095,12278248,2154,"-","WBGene00016583",2.99529,1934,1,1934,768
"chrIV",12276095,12278526,2432,"-","WBGene00016583",2.99529,1935,1,1935,769
"chrIV",12276095,12278638,2544,"-","WBGene00016583",2.99529,1936,1,1936,770
"chrIII",6278662,6283068,4407,"+","WBGene00001972",2.99091,1939,1,1939,771
"chrIII",6278769,6283068,4300,"+","WBGene00001972",2.99091,1940,1,1940,772
"chrI",12968641,12970227,1587,"+","WBGene00001234",2.98741,1945,1,1945,773
"chrI",636850,637855,1006,"+","WBGene00022027",2.96798,1957,1,1957,774
"chrI",636850,637855,1006,"+","WBGene00022027",2.96798,1958,1,1958,775
"chrII",14348816,14349552,737,"-","WBGene00185067",2.9679,1959,1,1959,776
"chrII",14348816,14349556,741,"-","WBGene00185067",2.9679,1960,1,1960,777
"chrI",14101264,14104463,3200,"+","WBGene00006565",2.96407,1962,1,1962,778
"chrI",14101265,14104463,3199,"+","WBGene00006565",2.96407,1963,1,1963,779
"chrII",8525494,8526755,1262,"+","WBGene00011759",2.96058,1966,1,1966,780
"chrI",7563330,7567714,4385,"+","WBGene00012031",2.94642,1971,1,1971,781
"chrI",7563422,7567714,4293,"+","WBGene00012031",2.94642,1972,1,1972,782
"chrIV",8366526,8375359,8834,"+","WBGene00017071",2.93902,1979,1,1979,783
"chrI",8691036,8692603,1568,"-","WBGene00010624",2.92745,1986,1,1986,784
"chrI",8691036,8692604,1569,"-","WBGene00010624",2.92745,1987,1,1987,785
"chrIII",6173217,6176120,2904,"+","WBGene00018339",2.91304,1988,1,1988,786
"chrIII",6173211,6176120,2910,"+","WBGene00018339",2.91304,1989,1,1989,787
"chrIII",6173218,6176120,2903,"+","WBGene00018339",2.91304,1990,1,1990,788
"chrIV",12390240,12391372,1133,"-","WBGene00004492",150.311,6,2,6,789
"chrIV",12390240,12391372,1133,"-","WBGene00004492",150.311,7,2,7,790
"chrIV",11602338,11603264,927,"+","WBGene00004480",130.766,14,2,14,791
"chrIV",11602340,11603264,925,"+","WBGene00004480",130.766,15,2,15,792
"chrIV",11602361,11603264,904,"+","WBGene00004480",130.766,16,2,16,793
"chrI",10330646,10331738,1093,"+","WBGene00004476",123.349,20,2,20,794
"chrI",10330656,10331738,1083,"+","WBGene00004476",123.349,21,2,21,795
"chrI",10330679,10331738,1060,"+","WBGene00004476",123.349,22,2,22,796
"chrI",10330868,10331738,871,"+","WBGene00004476",123.349,23,2,23,797
"chrIII",7208088,7209800,1713,"+","WBGene00004417",98.1966,43,2,43,798
"chrIII",1418932,1419906,975,"+","WBGene00022336",94.4533,48,2,48,799
"chrIII",1418937,1419906,970,"+","WBGene00022336",94.4533,49,2,49,800
"chrIII",1418939,1419906,968,"+","WBGene00022336",94.4533,50,2,50,801
"chrIII",1419183,1419906,724,"+","WBGene00022336",94.4533,51,2,51,802
"chrIV",13881999,13882638,640,"+","WBGene00004443",92.2398,55,2,55,803
"chrIV",13882001,13882638,638,"+","WBGene00004443",92.2398,56,2,56,804
"chrIV",13882169,13882638,470,"+","WBGene00004443",92.2398,57,2,57,805
"chrIII",3068174,3069204,1031,"+","WBGene00006725",88.9285,62,2,62,806
"chrIII",3068175,3069204,1030,"+","WBGene00006725",88.9285,63,2,63,807
"chrI",5484770,5486357,1588,"-","WBGene00004431",84.1009,75,2,75,808
"chrI",6220091,6220945,855,"-","WBGene00004486",83.0458,83,2,83,809
"chrI",6220091,6220946,856,"-","WBGene00004486",83.0458,84,2,84,810
"chrIV",12268596,12269511,916,"+","WBGene00004448",80.4296,95,2,95,811
"chrIV",11110081,11111322,1242,"-","WBGene00004474",80.0377,96,2,96,812
"chrIV",11110081,11111024,944,"-","WBGene00004474",80.0377,97,2,97,813
"chrIII",793835,795072,1238,"+","WBGene00004498",75.7856,109,2,109,814
"chrIII",793855,795072,1218,"+","WBGene00004498",75.7856,110,2,110,815
"chrIII",794295,795072,778,"+","WBGene00004498",75.7856,111,2,111,816
"chrII",8569553,8570999,1447,"+","WBGene00004416",75.7435,112,2,112,817
"chrII",8569876,8570999,1124,"+","WBGene00004416",75.7435,113,2,113,818
"chrI",3787817,3788914,1098,"+","WBGene00004425",73.5722,114,2,114,819
"chrI",3787811,3788914,1104,"+","WBGene00004425",73.5722,115,2,115,820
"chrI",3787812,3788914,1103,"+","WBGene00004425",73.5722,116,2,116,821
"chrIII",5705468,5706347,880,"-","WBGene00004435",72.3068,120,2,120,822
"chrIII",5705468,5706342,875,"-","WBGene00004435",72.3068,121,2,121,823
"chrIII",5705468,5706281,814,"-","WBGene00004435",72.3068,122,2,122,824
"chrIII",5705468,5706348,881,"-","WBGene00004435",72.3068,123,2,123,825
"chrI",9688935,9690118,1184,"+","WBGene00004426",70.058,128,2,128,826
"chrI",9689175,9690118,944,"+","WBGene00004426",70.058,129,2,129,827
"chrI",2069044,2069590,547,"-","WBGene00004409",66.8161,140,2,140,828
"chrIII",9782056,9783135,1080,"+","WBGene00006911",61.4587,156,2,156,829
"chrIII",7189079,7189805,727,"-","WBGene00004490",60.9132,157,2,157,830
"chrIII",7189079,7189796,718,"-","WBGene00004490",60.9132,158,2,158,831
"chrIV",7925336,7926589,1254,"-","WBGene00004471",59.063,163,2,163,832
"chrIV",7925336,7926568,1233,"-","WBGene00004471",59.063,164,2,164,833
"chrII",9056438,9057338,901,"-","WBGene00004446",59.0101,165,2,165,834
"chrII",9056438,9057050,613,"-","WBGene00004446",59.0101,166,2,166,835
"chrII",9056438,9057336,899,"-","WBGene00004446",59.0101,167,2,167,836
"chrIII",7854684,7855613,930,"+","WBGene00004449",53.7865,174,2,174,837
"chrIII",7855051,7855613,563,"+","WBGene00004449",53.7865,175,2,175,838
"chrII",8559342,8561323,1982,"-","WBGene00002065",49.0861,185,2,185,839
"chrII",8559342,8561327,1986,"-","WBGene00002065",49.0861,186,2,186,840
"chrII",8559342,8561320,1979,"-","WBGene00002065",49.0861,187,2,187,841
"chrIV",11952814,11955518,2705,"+","WBGene00014095",42.2887,203,2,203,842
"chrIV",11953152,11955518,2367,"+","WBGene00014095",42.2887,204,2,204,843
"chrIV",6791063,6792450,1388,"+","WBGene00006917",41.2018,212,2,212,844
"chrI",535522,536673,1152,"+","WBGene00022042",39.8604,218,2,218,845
"chrIV",17278625,17281298,2674,"+","WBGene00002005",38.1571,219,2,219,846
"chrIV",17278922,17281298,2377,"+","WBGene00002005",38.1571,220,2,220,847
"chrIV",17278616,17281298,2683,"+","WBGene00002005",38.1571,221,2,221,848
"chrI",8329054,8329738,685,"-","WBGene00004439",36.7803,225,2,225,849
"chrI",8329054,8330034,981,"-","WBGene00004439",36.7803,226,2,226,850
"chrI",8329054,8329677,624,"-","WBGene00004439",36.7803,227,2,227,851
"chrI",8329054,8330056,1003,"-","WBGene00004439",36.7803,228,2,228,852
"chrIV",11820482,11822080,1599,"-","WBGene00003920",33.2409,237,2,237,853
"chrIV",11820482,11821913,1432,"-","WBGene00003920",33.2409,238,2,238,854
"chrIV",11820482,11822081,1600,"-","WBGene00003920",33.2409,239,2,239,855
"chrI",12918309,12919282,974,"+","WBGene00001427",31.8251,249,2,249,856
"chrIII",6462853,6464251,1399,"-","WBGene00001005",31.7786,252,2,252,857
"chrIII",6462853,6464268,1416,"-","WBGene00001005",31.7786,253,2,253,858
"chrIII",6462853,6463785,933,"-","WBGene00001005",31.7786,254,2,254,859
"chrIII",6462853,6464211,1359,"-","WBGene00001005",31.7786,255,2,255,860
"chrIV",11081063,11082854,1792,"-","WBGene00002344",31.5882,258,2,258,861
"chrII",6383349,6384659,1311,"+","WBGene00019061",30.1553,262,2,262,862
"chrII",6383362,6384659,1298,"+","WBGene00019061",30.1553,263,2,263,863
"chrII",6383350,6384659,1310,"+","WBGene00019061",30.1553,264,2,264,864
"chrIII",6929984,6931898,1915,"+","WBGene00002083",29.916,266,2,266,865
"chrIII",6606197,6608228,2032,"-","WBGene00003162",28.8643,275,2,275,866
"chrIII",6606197,6608230,2034,"-","WBGene00003162",28.8643,276,2,276,867
"chrII",7878031,7879439,1409,"-","WBGene00006913",26.1128,282,2,282,868
"chrII",7878031,7879436,1406,"-","WBGene00006913",26.1128,283,2,283,869
"chrII",7878031,7879284,1254,"-","WBGene00006913",26.1128,284,2,284,870
"chrII",7878031,7879418,1388,"-","WBGene00006913",26.1128,285,2,285,871
"chrI",8813515,8815190,1676,"+","WBGene00009454",25.3314,295,2,295,872
"chrI",8813755,8815190,1436,"+","WBGene00009454",25.3314,296,2,296,873
"chrII",10302947,10303824,878,"-","WBGene00006918",24.9617,299,2,299,874
"chrII",10302947,10303846,900,"-","WBGene00006918",24.9617,300,2,300,875
"chrII",10302947,10303803,857,"-","WBGene00006918",24.9617,301,2,301,876
"chrII",10302947,10303810,864,"-","WBGene00006918",24.9617,302,2,302,877
"chrIII",12905168,12906510,1343,"+","WBGene00012553",24.6882,308,2,308,878
"chrIII",12905117,12906510,1394,"+","WBGene00012553",24.6882,309,2,309,879
"chrIII",12905169,12906510,1342,"+","WBGene00012553",24.6882,310,2,310,880
"chrIII",12905390,12906510,1121,"+","WBGene00012553",24.6882,311,2,311,881
"chrI",5079913,5082432,2520,"-","WBGene00016258",24.5277,312,2,312,882
"chrI",5079913,5082438,2526,"-","WBGene00016258",24.5277,313,2,313,883
"chrI",5079913,5082433,2521,"-","WBGene00016258",24.5277,314,2,314,884
"chrI",9788728,9789956,1229,"+","WBGene00000371",23.7546,333,2,333,885
"chrI",9788740,9789956,1217,"+","WBGene00000371",23.7546,334,2,334,886
"chrII",6346925,6347879,955,"-","WBGene00002980",23.4021,337,2,337,887
"chrI",13658159,13659494,1336,"-","WBGene00012354",22.4787,340,2,340,888
"chrI",13658159,13659492,1334,"-","WBGene00012354",22.4787,341,2,341,889
"chrI",13658159,13659486,1328,"-","WBGene00012354",22.4787,342,2,342,890
"chrI",13658159,13659116,958,"-","WBGene00012354",22.4787,343,2,343,891
"chrI",13658159,13659487,1329,"-","WBGene00012354",22.4787,344,2,344,892
"chrIII",5715740,5717538,1799,"+","WBGene00000182",21.3812,352,2,352,893
"chrIII",5715750,5717538,1789,"+","WBGene00000182",21.3812,353,2,353,894
"chrIII",5715897,5717538,1642,"+","WBGene00000182",21.3812,354,2,354,895
"chrIII",5716070,5717538,1469,"+","WBGene00000182",21.3812,355,2,355,896
"chrIII",4015748,4017622,1875,"-","WBGene00006537",20.2434,361,2,361,897
"chrIII",9507934,9509694,1761,"+","WBGene00010130",19.3211,376,2,376,898
"chrIII",9507931,9509694,1764,"+","WBGene00010130",19.3211,377,2,377,899
"chrII",11728886,11731163,2278,"+","WBGene00000114",18.7031,385,2,385,900
"chrII",11728727,11731163,2437,"+","WBGene00000114",18.7031,386,2,386,901
"chrII",11728886,11731163,2278,"+","WBGene00000114",18.7031,387,2,387,902
"chrII",11039391,11041148,1758,"-","WBGene00000472",17.3933,400,2,400,903
"chrIII",3699701,3701639,1939,"-","WBGene00003962",17.1301,403,2,403,904
"chrIII",3699701,3701665,1965,"-","WBGene00003962",17.1301,404,2,404,905
"chrIII",3699701,3701458,1758,"-","WBGene00003962",17.1301,405,2,405,906
"chrIII",3699701,3701640,1940,"-","WBGene00003962",17.1301,406,2,406,907
"chrII",9886479,9891022,4544,"-","WBGene00007463",16.4205,413,2,413,908
"chrIV",17466023,17467415,1393,"-","WBGene00001240",16.0553,424,2,424,909
"chrIII",4499160,4508082,8923,"-","WBGene00000380",15.6945,439,2,439,910
"chrIII",9824786,9825429,644,"-","WBGene00014016",15.5701,442,2,442,911
"chrIII",9824786,9825358,573,"-","WBGene00014016",15.5701,443,2,443,912
"chrIII",9824786,9825421,636,"-","WBGene00014016",15.5701,444,2,444,913
"chrIII",8130545,8132376,1832,"+","WBGene00015755",15.2518,449,2,449,914
"chrIII",8130572,8132376,1805,"+","WBGene00015755",15.2518,450,2,450,915
"chrIII",8130573,8132376,1804,"+","WBGene00015755",15.2518,451,2,451,916
"chrIV",4083581,4084859,1279,"-","WBGene00016435",14.7955,454,2,454,917
"chrII",12036767,12039075,2309,"-","WBGene00006601",13.5954,479,2,479,918
"chrIV",3294830,3297179,2350,"+","WBGene00021088",13.2999,487,2,487,919
"chrIV",3294831,3297179,2349,"+","WBGene00021088",13.2999,488,2,488,920
"chrI",10519348,10520755,1408,"+","WBGene00010326",12.8589,497,2,497,921
"chrIII",4084010,4086672,2663,"-","WBGene00002202",12.2872,506,2,506,922
"chrII",6970626,6972428,1803,"-","WBGene00000198",12.0444,513,2,513,923
"chrIII",6394181,6396129,1949,"-","WBGene00015814",11.958,517,2,517,924
"chrI",6923075,6923926,852,"-","WBGene00016746",11.8595,525,2,525,925
"chrI",6923075,6923915,841,"-","WBGene00016746",11.8595,526,2,526,926
"chrI",6923075,6923910,836,"-","WBGene00016746",11.8595,527,2,527,927
"chrI",5284060,5291607,7548,"-","WBGene00001333",11.4115,533,2,533,928
"chrI",5284060,5291801,7742,"-","WBGene00001333",11.4115,534,2,534,929
"chrI",9108166,9110911,2746,"-","WBGene00012376",11.0651,540,2,540,930
"chrI",9108166,9110911,2746,"-","WBGene00012376",11.0651,541,2,541,931
"chrI",9108166,9111051,2886,"-","WBGene00012376",11.0651,542,2,542,932
"chrI",10685811,10687137,1327,"-","WBGene00016393",10.9205,543,2,543,933
"chrI",10685811,10687129,1319,"-","WBGene00016393",10.9205,544,2,544,934
"chrIV",2927513,2928573,1061,"-","WBGene00021888",10.8876,545,2,545,935
"chrIV",2927513,2928559,1047,"-","WBGene00021888",10.8876,546,2,546,936
"chrI",9785769,9787615,1847,"-","WBGene00006528",10.877,549,2,549,937
"chrII",7773828,7777952,4125,"-","WBGene00015512",10.6736,554,2,554,938
"chrII",7773828,7777985,4158,"-","WBGene00015512",10.6736,557,2,557,939
"chrI",8590772,8591989,1218,"+","WBGene00004305",10.4141,559,2,559,940
"chrI",8590774,8591989,1216,"+","WBGene00004305",10.4141,560,2,560,941
"chrI",8590810,8591989,1180,"+","WBGene00004305",10.4141,561,2,561,942
"chrIII",7949915,7952150,2236,"-","WBGene00002879",9.91822,576,2,576,943
"chrIII",7949915,7951850,1936,"-","WBGene00002879",9.91822,577,2,577,944
"chrIII",7949915,7951850,1936,"-","WBGene00002879",9.91822,578,2,578,945
"chrIII",7949915,7952151,2237,"-","WBGene00002879",9.91822,579,2,579,946
"chrIII",3396372,3397664,1293,"+","WBGene00010303",9.73516,603,2,603,947
"chrIII",3396373,3397664,1292,"+","WBGene00010303",9.73516,604,2,604,948
"chrIII",9630001,9631353,1353,"-","WBGene00006704",9.73338,605,2,605,949
"chrIII",9630001,9631349,1349,"-","WBGene00006704",9.73338,606,2,606,950
"chrIV",3399299,3403904,4606,"+","WBGene00015413",9.19372,640,2,640,951
"chrII",8326799,8329013,2215,"-","WBGene00001840",9.15094,644,2,644,952
"chrII",8326799,8328820,2022,"-","WBGene00001840",9.15094,645,2,645,953
"chrII",8326799,8329007,2209,"-","WBGene00001840",9.15094,646,2,646,954
"chrIII",7232864,7234242,1379,"-","WBGene00020636",9.13781,647,2,647,955
"chrIII",7465236,7467569,2334,"+","WBGene00001503",9.03843,650,2,650,956
"chrIII",2811907,2815121,3215,"-","WBGene00007000",8.71773,678,2,678,957
"chrIII",2811907,2815142,3236,"-","WBGene00007000",8.71773,679,2,679,958
"chrI",12921157,12923535,2379,"+","WBGene00003989",8.69149,688,2,688,959
"chrI",12920849,12923535,2687,"+","WBGene00003989",8.69149,690,2,690,960
"chrI",12921993,12923535,1543,"+","WBGene00003989",8.69149,691,2,691,961
"chrI",5549140,5550589,1450,"-","WBGene00019693",8.59353,701,2,701,962
"chrI",5549140,5550508,1369,"-","WBGene00019693",8.59353,702,2,702,963
"chrI",5549140,5550590,1451,"-","WBGene00019693",8.59353,703,2,703,964
"chrIII",4151845,4152886,1042,"+","WBGene00007630",8.53224,716,2,716,965
"chrIII",7860399,7861624,1226,"-","WBGene00000835",8.48965,717,2,717,966
"chrIII",7860399,7860966,568,"-","WBGene00000835",8.48965,718,2,718,967
"chrIII",7860399,7860937,539,"-","WBGene00000835",8.48965,719,2,719,968
"chrIII",7860399,7861625,1227,"-","WBGene00000835",8.48965,720,2,720,969
"chrIV",7633189,7634646,1458,"+","WBGene00004046",8.47888,722,2,722,970
"chrIII",833851,835807,1957,"+","WBGene00019327",8.34783,724,2,724,971
"chrIII",833851,835807,1957,"+","WBGene00019327",8.34783,725,2,725,972
"chrIV",4511886,4513638,1753,"-","WBGene00022678",8.30436,729,2,729,973
"chrIV",4511886,4513617,1732,"-","WBGene00022678",8.30436,730,2,730,974
"chrIV",4511886,4513431,1546,"-","WBGene00022678",8.30436,731,2,731,975
"chrIII",8043992,8044845,854,"+","WBGene00019680",8.12347,738,2,738,976
"chrIII",8043967,8044845,879,"+","WBGene00019680",8.12347,739,2,739,977
"chrI",14720576,14721550,975,"-","WBGene00010579",8.10661,743,2,743,978
"chrIV",14464328,14469085,4758,"+","WBGene00010794",8.077,744,2,744,979
"chrIV",14464329,14469085,4757,"+","WBGene00010794",8.077,745,2,745,980
"chrIII",3241707,3248797,7091,"-","WBGene00021800",8.02636,746,2,746,981
"chrI",2418452,2420406,1955,"-","WBGene00017734",7.93709,760,2,760,982
"chrIII",5225107,5226765,1659,"+","WBGene00003588",7.89221,770,2,770,983
"chrIII",5225122,5226765,1644,"+","WBGene00003588",7.89221,771,2,771,984
"chrI",3824494,3826517,2024,"+","WBGene00006833",7.59572,794,2,794,985
"chrI",3824750,3826517,1768,"+","WBGene00006833",7.59572,796,2,796,986
"chrII",11049086,11051695,2610,"-","WBGene00009353",7.43618,809,2,809,987
"chrII",7070144,7072631,2488,"-","WBGene00002238",7.39373,811,2,811,988
"chrII",7073673,7075509,1837,"+","WBGene00002183",7.36543,814,2,814,989
"chrI",8759187,8759862,676,"-","WBGene00006574",7.30066,823,2,823,990
"chrII",11545497,11547302,1806,"+","WBGene00001031",7.18874,845,2,845,991
"chrII",11545538,11547302,1765,"+","WBGene00001031",7.18874,846,2,846,992
"chrIV",9523731,9525075,1345,"-","WBGene00007880",7.16134,847,2,847,993
"chrIV",9523731,9525066,1336,"-","WBGene00007880",7.16134,849,2,849,994
"chrIII",1540352,1543412,3061,"+","WBGene00022053",7.13989,852,2,852,995
"chrIII",1540353,1543412,3060,"+","WBGene00022053",7.13989,853,2,853,996
"chrIII",4562358,4566248,3891,"+","WBGene00003915",7.09232,858,2,858,997
"chrII",6972670,6973850,1181,"-","WBGene00004930",7.08149,863,2,863,998
"chrII",4889093,4891464,2372,"+","WBGene00019890",6.93626,888,2,888,999
"chrII",4889393,4891464,2072,"+","WBGene00019890",6.93626,889,2,889,1000
"chrII",9768392,9770209,1818,"-","WBGene00000178",6.88971,897,2,897,1001
"chrII",9768392,9770210,1819,"-","WBGene00000178",6.88971,898,2,898,1002
"chrI",14790132,14790923,792,"+","WBGene00006730",6.82312,903,2,903,1003
"chrI",14790137,14790923,787,"+","WBGene00006730",6.82312,904,2,904,1004
"chrI",14790133,14790923,791,"+","WBGene00006730",6.82312,905,2,905,1005
"chrII",8927432,8929753,2322,"+","WBGene00000378",6.79084,907,2,907,1006
"chrII",8927433,8929753,2321,"+","WBGene00000378",6.79084,908,2,908,1007
"chrI",3267072,3269150,2079,"+","WBGene00020915",6.77548,916,2,916,1008
"chrIII",7336363,7338697,2335,"+","WBGene00001748",6.75393,923,2,923,1009
"chrIII",7336364,7338697,2334,"+","WBGene00001748",6.75393,925,2,925,1010
"chrI",9471333,9472634,1302,"+","WBGene00004807",6.70376,930,2,930,1011
"chrI",9471327,9472634,1308,"+","WBGene00004807",6.70376,931,2,931,1012
"chrI",9471333,9472634,1302,"+","WBGene00004807",6.70376,933,2,933,1013
"chrI",4911804,4914232,2429,"-","WBGene00017675",6.69355,935,2,935,1014
"chrI",4911804,4914295,2492,"-","WBGene00017675",6.69355,936,2,936,1015
"chrI",4911804,4914247,2444,"-","WBGene00017675",6.69355,937,2,937,1016
"chrIII",3916863,3918789,1927,"+","WBGene00014204",6.67584,943,2,943,1017
"chrIII",3916869,3918789,1921,"+","WBGene00014204",6.67584,944,2,944,1018
"chrIII",3916678,3918789,2112,"+","WBGene00014204",6.67584,945,2,945,1019
"chrI",3830872,3834127,3256,"+","WBGene00018764",6.67078,949,2,949,1020
"chrIII",10811807,10816816,5010,"-","WBGene00004736",6.66336,954,2,954,1021
"chrIII",10811807,10816906,5100,"-","WBGene00004736",6.66336,955,2,955,1022
